Mw,Rhyp,Vs30,FM,SA(T=0),SA(T=0.01),SA(T=0.015),SA(T=0.02),SA(T=0.03),SA(T=0.04),SA(T=0.05),SA(T=0.06),SA(T=0.075),Sa(T0.09),Sa(T0.1),Sa(T0.15),Sa(T=0.2),Sa(T=0.3),Sa(T=0.4),Sa(T=0.5),Sa(T=0.6),Sa(T=0.7),Sa(T=0.75),Sa(T=0.8),Sa(T=0.9),Sa(T=1),Sa(T=1.2),Sa(T=1.5),Sa(T=2),Sa(T=2.5),Sa(T=3),Sa(T=4)
7.15,355.5489658,310.2,3,0.010635,0.01064476,0.010664445,0.01068413,0.01072989,0.01080866,0.01113238,0.01143729,0.01344879,0.01362064,0.0135674,0.01770004,0.02060813,0.01824795,0.01585612,0.02337591,0.02062147,0.0212745,0.026058,0.02546041,0.02422442,0.02383104,0.02231261,0.02798918,0.01454205,0.01070192,0.008989481,0.006551861
7.15,355.8542054,252.2,3,0.013364,0.01336788,0.01337379,0.0133797,0.01340368,0.01346033,0.01356841,0.01353118,0.01384355,0.01370756,0.0147125,0.01527787,0.01806211,0.02275122,0.02803792,0.04532594,0.03085945,0.03495126,0.03542094,0.04464845,0.05441734,0.04497105,0.0372234,0.02292623,0.01045849,0.006172524,0.004021302,0.002052241
7.15,342.6295855,308.5,3,0.02475,0.02479626,0.024873575,0.02495089,0.0253028,0.02594556,0.02754611,0.02985135,0.03302264,0.0335138,0.03683123,0.03799034,0.04098609,0.08528529,0.08811326,0.05155985,0.03605444,0.02378997,0.02014334,0.01882103,0.01859883,0.01701586,0.01655648,0.01256283,0.008300841,0.009039263,0.006294954,0.00267102
7.15,294.1237518,518,3,0.029012,0.02904301,0.02907635,0.02910969,0.02936584,0.03013942,0.03162443,0.03151786,0.03197396,0.03232501,0.03505454,0.04760282,0.06333274,0.07397173,0.08279428,0.06741887,0.06195145,0.06872956,0.05940875,0.06143232,0.067398,0.05872488,0.04114679,0.0327582,0.02123183,0.01695127,0.00920548,0.003882027
7.15,302.7321943,441.5,3,0.0093116,0.009324084,0.009343324,0.009362564,0.009470575,0.00960856,0.009892626,0.009735172,0.01063425,0.01168679,0.01315206,0.01606866,0.0173751,0.02252857,0.01847627,0.01920157,0.02330066,0.02437111,0.02217277,0.02454378,0.02936974,0.02884238,0.02226723,0.01223925,0.008326837,0.006078853,0.004943985,0.002969815
7.15,322.2239399,240.6,3,0.044396,0.04454203,0.04476214,0.04498225,0.04662664,0.04944671,0.05809864,0.06432947,0.08567791,0.1006852,0.1074454,0.1729011,0.1406336,0.08085574,0.06770027,0.0514675,0.04683,0.03914793,0.03825564,0.03763331,0.02962079,0.03096545,0.02584795,0.02117463,0.0199731,0.01124425,0.01317232,0.005755848
7.15,336.2935166,359.9,3,0.036075,0.03642801,0.036996085,0.03756416,0.04074567,0.04833717,0.05280791,0.06905127,0.07267206,0.09632873,0.1218372,0.1344277,0.07536512,0.04785314,0.03385724,0.02743828,0.02823286,0.02100964,0.02176555,0.02178189,0.0184685,0.01470255,0.01408729,0.01025671,0.008934649,0.00597356,0.006384545,0.003729372
7.15,328.389668,207.7,3,0.074549,0.07474596,0.07505262,0.07535928,0.07601012,0.08229557,0.08438052,0.09074675,0.1015345,0.1164473,0.1087788,0.15185,0.1886482,0.2955532,0.1262548,0.06176905,0.04107254,0.03174799,0.03273101,0.03176406,0.02395987,0.02195728,0.02065069,0.01691256,0.01014349,0.007531062,0.005421746,0.003121703
7.15,299.8691248,330.7,3,0.041764,0.04205105,0.04252737,0.04300369,0.0436544,0.04920898,0.05649254,0.05637395,0.1035133,0.1229171,0.09308685,0.1488803,0.1005498,0.06673393,0.06008058,0.03723614,0.02786969,0.0206858,0.02171231,0.02311451,0.02887745,0.02269568,0.02395101,0.01785376,0.01231785,0.006751693,0.004910883,0.005358004
7.15,304.8021643,477.9,3,0.011345,0.01137184,0.01145042,0.011529,0.0120238,0.01343781,0.01579285,0.0242811,0.01930066,0.02174039,0.02122688,0.0355156,0.03403361,0.02526726,0.01860694,0.01897073,0.0227315,0.0262902,0.02590742,0.02132181,0.02906065,0.02175178,0.01299945,0.009357449,0.007204004,0.004156224,0.003258534,0.001661975
7.15,318.8706376,237.4,3,0.039294,0.03958162,0.039992435,0.04040325,0.04226869,0.04638651,0.05674962,0.06625719,0.07328246,0.1303413,0.1253941,0.1357968,0.1183811,0.05711059,0.05517335,0.0610231,0.05574862,0.0508952,0.04781197,0.04317098,0.03576845,0.03366196,0.01616703,0.02315521,0.008841847,0.00649637,0.005154348,0.002617117
7.15,327.6326708,246.6,3,0.058993,0.05922511,0.059570305,0.0599155,0.0609963,0.0675552,0.0707953,0.08318211,0.1114202,0.1732,0.1979127,0.1358874,0.1338013,0.1809904,0.0954326,0.08020245,0.04852965,0.03438915,0.03464652,0.03669806,0.03013455,0.03931075,0.02026811,0.01269393,0.01176878,0.01091642,0.006506269,0.003487959
7.15,348.5868086,134.4,3,0.018429,0.01846412,0.018566055,0.01866799,0.01892467,0.01971143,0.02053795,0.02313253,0.03182951,0.0414924,0.03887212,0.0454423,0.05589574,0.04046261,0.04178191,0.04033605,0.03792962,0.04187573,0.0431321,0.04687768,0.05597155,0.04558862,0.04121796,0.02615014,0.01753566,0.009493458,0.01107606,0.00554633
7.15,343.9299454,143.8,3,0.02253,0.02256914,0.022631445,0.02269375,0.02331359,0.02383128,0.02584159,0.02912504,0.03253427,0.03945573,0.04379872,0.06714712,0.04620059,0.04033209,0.06536706,0.07307453,0.06209547,0.04214286,0.03447119,0.03206684,0.02755211,0.03074511,0.02211355,0.01844943,0.0126298,0.009392068,0.006101123,0.003775204
7.15,316.0643619,248.8,3,0.022777,0.0228908,0.023065565,0.02324033,0.0250199,0.02983246,0.032132,0.03342951,0.04345036,0.07146658,0.06935525,0.06919621,0.04729556,0.04922187,0.03802499,0.03517588,0.02548552,0.0254172,0.02088368,0.02055604,0.0217055,0.0188647,0.01467168,0.01306092,0.0149206,0.009717811,0.005581887,0.004208255
7.15,328.9468396,230.4,3,0.016443,0.01650347,0.0166106,0.01671773,0.01709646,0.01811929,0.02077649,0.02729438,0.03311578,0.04324082,0.04172982,0.04914232,0.04571458,0.02425694,0.0260196,0.03020013,0.03206745,0.03525008,0.02700884,0.02875253,0.02277553,0.02033417,0.02014744,0.01624,0.01481916,0.008453748,0.01150762,0.004737833
7.15,338.0230182,270.3,3,0.025008,0.02509913,0.02524441,0.02538969,0.02582335,0.02696689,0.0304618,0.0334087,0.04118109,0.05081111,0.062392,0.08493146,0.1046245,0.07232963,0.05311197,0.044325,0.04099687,0.03431867,0.02893237,0.02945728,0.03058362,0.02450144,0.01846082,0.01651714,0.01106842,0.00668411,0.007194142,0.004312075
7.15,353.4659865,287.8,3,0.0092406,0.009267488,0.009307666,0.009347844,0.009569267,0.009953806,0.01147133,0.01222931,0.01344494,0.01546344,0.01895194,0.026875,0.03635788,0.02564869,0.02186432,0.02284283,0.02142048,0.01875781,0.01744066,0.0173469,0.02047463,0.01425688,0.01167897,0.01035738,0.009556534,0.006049904,0.006385046,0.005715353
7.15,358.7852623,193,3,0.017974,0.01800663,0.018057715,0.0181088,0.01832727,0.01908562,0.01935032,0.0196812,0.02249804,0.02460061,0.02580456,0.03606984,0.04030121,0.05353307,0.06265546,0.06060287,0.0304082,0.02261096,0.02371706,0.02371184,0.01964665,0.01702862,0.01572564,0.01323066,0.01176751,0.007548116,0.006422903,0.0062153
7.15,363.2843689,167.8,3,0.010387,0.01039793,0.010416765,0.0104356,0.01046709,0.01065786,0.01105458,0.01132708,0.01241652,0.01350436,0.01451232,0.0173441,0.01355033,0.01915024,0.02000303,0.02032454,0.0269927,0.03653087,0.03619641,0.03617093,0.0409272,0.02604293,0.02000113,0.01344451,0.01183631,0.007755738,0.006700855,0.004067065
7.15,342.5440242,213.1,3,0.021998,0.02211033,0.022274055,0.02243778,0.0232374,0.02350805,0.0259435,0.02854447,0.04437879,0.05031245,0.05589045,0.06576127,0.07683152,0.05549321,0.04563288,0.04982816,0.03945705,0.04484355,0.03947249,0.0320088,0.03559545,0.03646042,0.02341372,0.0153089,0.01008289,0.009417161,0.007024119,0.004809475
7.15,359.9874131,358.8805564,3,0.0077039,0.007716462,0.0077361375,0.007755813,0.00802756,0.008116562,0.008535345,0.009570398,0.01013886,0.01325656,0.01499971,0.02030395,0.01878403,0.02244013,0.01935954,0.01690942,0.01980687,0.0166704,0.01321639,0.01278756,0.01507347,0.01229488,0.01052216,0.00921795,0.01097214,0.006421205,0.006331971,0.004282069
7.15,335.1835301,239.8,3,0.032611,0.03278028,0.03299588,0.03321148,0.03382019,0.0369929,0.05037549,0.05560994,0.06478819,0.0621547,0.06793915,0.1385818,0.1053024,0.05585584,0.04861812,0.03115627,0.03631178,0.02710404,0.02630605,0.02556601,0.02129433,0.01639693,0.01689797,0.01669661,0.01649955,0.006956972,0.007588716,0.00394469
7.15,344.0707731,272.3712646,3,0.02555,0.02561052,0.025706,0.02580148,0.0264354,0.02753159,0.0291365,0.02896814,0.03169205,0.03929453,0.04094725,0.05599375,0.05120171,0.05368383,0.08569703,0.07503896,0.06507532,0.05052945,0.04868125,0.04075583,0.04115036,0.03154046,0.0301492,0.01844872,0.01444873,0.008529667,0.009375643,0.00516387
7.15,124.0348931,318.7,3,0.45844,0.4652937,0.4761168,0.4869399,0.5586247,0.6521764,0.8364248,1.137021,1.175453,1.618731,1.481532,1.031077,0.6784446,0.4899839,0.8260958,0.5297254,0.3675068,0.3277446,0.3219242,0.2382012,0.1542603,0.1541498,0.1326797,0.08721761,0.06750581,0.0427515,0.03789536,0.01438903
7.15,143.9457024,517,3,0.34879,0.3505094,0.35345425,0.3563991,0.3768038,0.4678662,0.6562267,0.7627903,0.9045018,1.084482,1.16571,1.126139,0.6085092,0.4763387,0.5017546,0.5755649,0.2875938,0.2077884,0.1961027,0.1867422,0.1624891,0.1117665,0.08131265,0.04984305,0.02501906,0.01211313,0.008658925,0.005293878
7.15,155.9498718,274.2,3,0.24405,0.2453677,0.24690135,0.248435,0.2627267,0.3199152,0.3890483,0.5451787,0.6697516,0.6317603,0.5786445,0.6113701,0.4076861,0.3237007,0.3342056,0.232705,0.1780729,0.2307545,0.2179529,0.1913784,0.2489457,0.3344545,0.283024,0.1110184,0.03350651,0.02087781,0.01343933,0.008598865
7.15,141.7670425,346.6,3,0.39809,0.4062628,0.41961615,0.4329695,0.5267541,0.7868844,0.8955003,0.9746591,0.965201,1.404042,1.437064,1.300832,0.7636666,0.5572731,0.2401418,0.2997273,0.1406118,0.0927558,0.07250973,0.05832463,0.04986556,0.05221842,0.04284824,0.02109383,0.01316039,0.01086549,0.009124376,0.005743999
7.15,128.2971427,535.1,3,0.27808,0.2813959,0.2876006,0.2938053,0.3311149,0.3794291,0.4449035,0.4763678,0.5744749,0.923124,1.12676,0.865037,0.7508605,0.3323228,0.2799411,0.356777,0.3107846,0.2348298,0.1886603,0.1568359,0.1225528,0.1114902,0.1099352,0.0919257,0.06507715,0.0404891,0.03508405,0.01411888
7.15,150.2124328,268.5,3,0.36246,0.3629936,0.3639303,0.364867,0.370582,0.3961717,0.4210208,0.4542412,0.5986387,0.6628393,0.6449655,0.6755306,1.036418,2.017067,0.8342585,0.3911446,0.2535051,0.159785,0.1421202,0.132041,0.09939285,0.08455687,0.04541785,0.03023823,0.01666564,0.01205338,0.01124095,0.006484705
7.15,166.497634,360.1,3,0.22745,0.2291058,0.23223775,0.2353697,0.2637358,0.3242445,0.3716979,0.4859886,0.670726,0.8094477,0.6546189,0.6643363,0.3833765,0.5784527,0.2059733,0.1114175,0.08165371,0.05840237,0.05605324,0.05912664,0.05503485,0.04356422,0.02707442,0.01483832,0.009344291,0.008432203,0.007988142,0.004864759
7.15,172.7143569,386.4,3,0.21099,0.2129589,0.21691095,0.220863,0.2657446,0.3860151,0.3891914,0.4634508,0.5368837,0.4914371,0.53393,0.8392744,0.5215117,0.2352009,0.1721117,0.1173601,0.08378039,0.06077543,0.05753021,0.04899545,0.04686752,0.04496835,0.03370436,0.02341721,0.01341125,0.009621055,0.008719794,0.004590885
7.15,156.2508129,449.8,3,0.17483,0.1761248,0.17820795,0.1802911,0.198675,0.2377198,0.2908957,0.3912781,0.3935189,0.4992109,0.5655207,0.5957608,0.4008078,0.2518007,0.1508344,0.1089787,0.07464856,0.06633705,0.06969283,0.06883629,0.06016827,0.04509369,0.03462444,0.02747741,0.03182126,0.01419272,0.01402442,0.007401152
7.15,172.6969421,413.2,3,0.092292,0.09305439,0.09485598,0.09665757,0.1063466,0.1384416,0.1523617,0.1839347,0.3099499,0.2597862,0.294225,0.2431076,0.2642046,0.2169375,0.1380258,0.0791202,0.0831038,0.07882627,0.07866416,0.07737245,0.06713471,0.07155732,0.04683737,0.03375906,0.02161256,0.01370912,0.01055251,0.003675916
7.15,193.5841561,211,3,0.081504,0.08171098,0.082060325,0.08240967,0.08385329,0.08926311,0.1011148,0.1048182,0.125916,0.1626881,0.1823616,0.2858228,0.25938,0.1359936,0.1176728,0.1028795,0.131698,0.1477721,0.1370842,0.1297843,0.07283415,0.07300971,0.04910497,0.03245647,0.01945915,0.01356244,0.01143694,0.004054054
7.15,191.0399073,259.8,3,0.093955,0.09441976,0.095329635,0.09623951,0.1011429,0.1107309,0.1261521,0.1479449,0.1479342,0.1922032,0.1716554,0.2588418,0.2004912,0.2234684,0.3368049,0.1802737,0.09713516,0.05054522,0.04888313,0.04554657,0.04444569,0.03809376,0.02163114,0.01170239,0.006417327,0.004854473,0.005175281,0.002938171
7.15,215.4353156,559.1,3,0.046399,0.04696555,0.047931605,0.04889766,0.05602524,0.0729746,0.08857466,0.1170238,0.1217301,0.1206898,0.1224937,0.09926657,0.08533124,0.07759633,0.09443885,0.07432865,0.06478774,0.06005548,0.05419841,0.04414629,0.04168538,0.04143245,0.02573674,0.0168134,0.009780952,0.005399978,0.005398585,0.002728608
7.15,206.6008498,595.1,3,0.041201,0.0415546,0.04219861,0.04284262,0.04927963,0.05068469,0.06188371,0.06643117,0.0715239,0.08107425,0.1084312,0.08141575,0.08952089,0.1102345,0.09301218,0.09849047,0.09350277,0.05845841,0.06010759,0.05453719,0.04826131,0.05062222,0.03089022,0.01567341,0.009115131,0.007110302,0.007359681,0.003219254
7.15,211.0612076,306.1,3,0.16296,0.163811,0.1653345,0.166858,0.1715305,0.17867,0.2103389,0.2355457,0.2423299,0.318497,0.3787522,0.6422131,0.518159,0.2697594,0.1296841,0.08290506,0.06495809,0.06600947,0.05433822,0.04991752,0.04820041,0.04030619,0.03805957,0.01957064,0.01179086,0.006146562,0.007224762,0.003075307
7.15,188.9083511,233.9,3,0.10749,0.1076946,0.1079897,0.1082848,0.1107657,0.1280055,0.1326386,0.1363334,0.1648335,0.1983349,0.1950758,0.2048087,0.2186811,0.2825585,0.3667117,0.316541,0.190185,0.1409141,0.1683747,0.1603094,0.1081798,0.114527,0.05071037,0.03607419,0.0301443,0.01463812,0.01028368,0.005685276
7.15,182.4723509,238.7,3,0.14912,0.1492883,0.14973585,0.1501834,0.1547792,0.1609956,0.1721439,0.1801215,0.192915,0.2136225,0.227575,0.3636737,0.2681498,0.2902146,0.3401523,0.4221954,0.3420111,0.2062065,0.1530859,0.1238164,0.07660012,0.07888795,0.04864883,0.02504462,0.01303488,0.008309995,0.00792674,0.004429583
7.15,166.1023223,319.4,3,0.17621,0.17676,0.1779984,0.1792368,0.1926081,0.2238768,0.3150716,0.3411689,0.38735,0.4228231,0.3597858,0.5373342,0.3773338,0.6771293,0.3835931,0.1608234,0.09637886,0.06692816,0.06109992,0.05963835,0.05070352,0.042486,0.03183922,0.01309205,0.00937556,0.00786502,0.006997818,0.003805968
7.15,192.6312834,147.3,3,0.066114,0.06644882,0.06684728,0.06724574,0.06940381,0.07171847,0.0743054,0.08587082,0.1022085,0.1213533,0.1437202,0.178823,0.1929709,0.1203256,0.1390154,0.1301019,0.1638867,0.1895181,0.1768468,0.1597722,0.1257426,0.1575604,0.1141715,0.07623532,0.08899364,0.04379729,0.04558113,0.01158819
7.15,206.8701026,374.8,3,0.015865,0.01589099,0.015931115,0.01597124,0.0166038,0.01809857,0.01787249,0.01956925,0.02474734,0.02329107,0.02373184,0.02849847,0.0288595,0.03080533,0.03166891,0.04258244,0.02906198,0.02632241,0.02894403,0.0307945,0.03271791,0.03534552,0.05012305,0.02852475,0.01687647,0.01305245,0.01403457,0.008883619
7.15,225.8486368,235.3,3,0.030369,0.03042844,0.030527055,0.03062567,0.03101672,0.03247033,0.03211358,0.03413332,0.03872682,0.05401501,0.04905604,0.04752568,0.04364487,0.07092053,0.1082666,0.087377,0.08387879,0.07883104,0.07831705,0.06278565,0.03954033,0.03485851,0.03191289,0.02524453,0.01496385,0.01279935,0.008767994,0.003803218
7.15,209.1971957,208.5,3,0.074473,0.07456519,0.07471336,0.07486153,0.07524314,0.07658341,0.07733178,0.0776765,0.07938851,0.08306359,0.08970208,0.1243071,0.1547807,0.3702299,0.2011906,0.2038054,0.1367681,0.1101037,0.1061385,0.09609517,0.09882173,0.06199068,0.04750188,0.03023469,0.02281316,0.01526293,0.01790189,0.006907251
7.15,198.4685149,229.4,3,0.067561,0.06765961,0.06785016,0.06804071,0.06961494,0.06971163,0.07433316,0.07719787,0.1005586,0.1145257,0.1403275,0.1436484,0.1531134,0.1816743,0.1511972,0.1938596,0.1659544,0.1228247,0.1591446,0.1437494,0.1440626,0.1467791,0.1438477,0.04548264,0.02040874,0.0106467,0.009561756,0.003887117
7.15,219.9498193,601.1,3,0.042028,0.04236333,0.04286637,0.04336941,0.04544203,0.04981805,0.05650711,0.07929005,0.1415085,0.1645181,0.1632062,0.1008021,0.08395768,0.06314673,0.06567922,0.04094401,0.03156915,0.0216559,0.02024305,0.01709154,0.01380683,0.01267849,0.01158041,0.006588024,0.004523902,0.003093001,0.003359464,0.001552644
7.15,248.8611499,343.8,3,0.022082,0.02218426,0.022328295,0.02247233,0.02303596,0.0240265,0.02856505,0.033481,0.04107051,0.05349068,0.0608631,0.07198866,0.06952943,0.03738778,0.03836041,0.02894657,0.0272114,0.01653219,0.01595015,0.01627375,0.01446891,0.01476837,0.01390141,0.01008626,0.008046819,0.004626488,0.00309171,0.001755609
7.15,249.2420499,662.9,3,0.016679,0.01694926,0.01741088,0.0178725,0.02004869,0.02781648,0.04973705,0.06979624,0.07082484,0.04551475,0.04206618,0.02312515,0.01325691,0.01088284,0.0109868,0.009791136,0.009016719,0.009750166,0.009369233,0.007975009,0.006891419,0.006190067,0.00649989,0.004296374,0.002976583,0.002744433,0.002711418,0.001316801
7.15,262.1484149,316,3,0.0092643,0.009270062,0.009281178,0.009292294,0.009419955,0.009984724,0.009664459,0.01013555,0.009999268,0.01057953,0.01037987,0.01189241,0.01579469,0.02630489,0.0296022,0.02507431,0.0277923,0.0231753,0.02515091,0.02390689,0.02464668,0.02175543,0.01878811,0.01011798,0.004567161,0.003242533,0.00296412,0.001258288
7.15,274.0764238,494.9,3,0.010329,0.01046029,0.010676105,0.01089192,0.01173161,0.01393442,0.0163954,0.02496992,0.04415161,0.06069085,0.04463255,0.01044712,0.006525894,0.005746652,0.006393429,0.006300329,0.005307526,0.005509719,0.005951642,0.004146669,0.003644519,0.003386766,0.004189706,0.003204256,0.001624123,0.001081357,0.001172281,0.0007401024
7.15,242.1510619,494.2,3,0.0080934,0.008113465,0.0081402935,0.008167122,0.008310527,0.00873802,0.009064225,0.009722261,0.0129315,0.01579727,0.0186809,0.02064047,0.01731044,0.0203731,0.02208818,0.01901074,0.01695837,0.017412,0.0169546,0.01272024,0.01699601,0.01381668,0.01339872,0.008239385,0.005517085,0.003921322,0.004687646,0.001570166
7.15,158.2210696,523.1,3,0.104,0.1064485,0.1115318,0.1166151,0.2081312,0.1964637,0.2592818,0.1900084,0.2169756,0.2421931,0.2649703,0.2700078,0.2245678,0.1719283,0.1465252,0.1159805,0.07816426,0.07400145,0.08151872,0.06312757,0.04838276,0.05522727,0.03018239,0.01962114,0.01392813,0.01043635,0.008226441,0.004374779
7.15,299.8423084,510.3,3,0.013352,0.01355903,0.013912485,0.01426594,0.01646468,0.01986982,0.02650283,0.03853317,0.05522327,0.06055034,0.04987364,0.02873633,0.0188383,0.005745195,0.00452292,0.003486197,0.003009494,0.002833765,0.002980313,0.003102338,0.003131307,0.002350877,0.002844267,0.001812443,0.001507797,0.001311154,0.001906639,0.001083286
7.15,317.6929458,467.7,3,0.010199,0.01031507,0.01052041,0.01072575,0.01175731,0.01366534,0.01761769,0.0180516,0.02997077,0.03032085,0.03534754,0.02522642,0.00999948,0.003783016,0.002615987,0.002747259,0.002497315,0.002257611,0.001893939,0.002106372,0.002179869,0.002246754,0.002121014,0.001691781,0.001543126,0.000922541,0.001064299,0.0006322761
7.15,317.4264624,388.7,3,0.017578,0.01768,0.017808185,0.01793637,0.01865588,0.02014729,0.02457507,0.02893442,0.03334808,0.03187421,0.03808104,0.05370493,0.04366897,0.02181164,0.01929408,0.01573492,0.01682097,0.01914934,0.0170068,0.01454269,0.01651115,0.01385254,0.01095906,0.005947995,0.004762875,0.00230221,0.002487973,0.001469978
7.15,355.1753656,312.8,3,0.0054548,0.005477486,0.0055121355,0.005546785,0.005671369,0.005843264,0.006203581,0.006658554,0.007980482,0.01002551,0.01056265,0.01287453,0.01165191,0.00898431,0.01038353,0.009926321,0.009370294,0.009092939,0.009790389,0.01148089,0.01236593,0.01228809,0.01175541,0.006715315,0.003912335,0.003017711,0.00298197,0.001054026
7.15,366.8105754,350.6,3,0.0049107,0.004925205,0.004948695,0.004972185,0.005053156,0.005213597,0.005872513,0.005892372,0.00822766,0.01036906,0.01262375,0.01546161,0.01192843,0.01083835,0.008473587,0.009188678,0.009733299,0.007994226,0.009190857,0.008801107,0.008539606,0.008488748,0.008837633,0.007283817,0.005400323,0.003817855,0.00457768,0.001799545
7.15,349.9885684,438.6,3,0.010289,0.01032448,0.010379585,0.01043469,0.01069448,0.01092681,0.01205196,0.01338556,0.01613418,0.02294164,0.02328839,0.05790262,0.03445954,0.01470265,0.01035406,0.008491926,0.00746045,0.006003056,0.005688816,0.005270665,0.005495243,0.00486017,0.005252381,0.004045472,0.002841221,0.002902223,0.002695076,0.001151564
7.15,335.0280025,277.4,3,0.009552,0.009575786,0.0096125195,0.009649253,0.009987818,0.01048147,0.0115083,0.01514246,0.015796,0.02035216,0.02025927,0.02550836,0.02573272,0.02204602,0.0337296,0.02084467,0.01705929,0.01497328,0.01521714,0.01422599,0.01324776,0.01396363,0.009681717,0.007225778,0.005346009,0.004744218,0.006972026,0.00332093
7.15,334.4110384,352.6,3,0.011428,0.01144893,0.01148398,0.01151903,0.01169765,0.01279336,0.01206945,0.01402701,0.01487688,0.01466377,0.01334802,0.0206572,0.02317791,0.02936273,0.03501654,0.03103833,0.03461603,0.02198066,0.02052561,0.01807603,0.01771935,0.01928846,0.0170998,0.01428679,0.01049643,0.007310926,0.007181127,0.004636008
