Mw,Rhyp,Vs30,FM,SA(T=0),SA(T=0.01),SA(T=0.015),SA(T=0.02),SA(T=0.03),SA(T=0.04),SA(T=0.05),SA(T=0.06),SA(T=0.075),Sa(T0.09),Sa(T0.1),Sa(T0.15),Sa(T=0.2),Sa(T=0.3),Sa(T=0.4),Sa(T=0.5),Sa(T=0.6),Sa(T=0.7),Sa(T=0.75),Sa(T=0.8),Sa(T=0.9),Sa(T=1),Sa(T=1.2),Sa(T=1.5),Sa(T=2),Sa(T=2.5),Sa(T=3),Sa(T=4)
6.32,134.4376027,259.8,3,0.056507,0.05667559,0.056906145,0.0571367,0.05845495,0.06219367,0.07794248,0.08758338,0.078271,0.08971741,0.1002158,0.1181727,0.1373954,0.1327255,0.1866896,0.08212525,0.0560187,0.04901977,0.04465761,0.03802826,0.0252917,0.01855845,0.01199791,0.007884926,0.004581766,0.00365872,0.002475028,0.001575792
6.32,155.8438616,559.1,3,0.017571,0.01786024,0.018431455,0.01900267,0.02255473,0.02913011,0.04058281,0.05334144,0.05829387,0.06283986,0.04809234,0.03802488,0.03383674,0.02602503,0.03491903,0.0188314,0.01801103,0.01672798,0.01524992,0.01309758,0.009388304,0.008720404,0.007738165,0.006296362,0.004653037,0.003893668,0.00259315,0.001416504
6.32,150.8203881,595.1,3,0.022627,0.02286109,0.02321268,0.02356427,0.02677858,0.03061077,0.03069556,0.03342067,0.04126211,0.05937224,0.06525328,0.05097079,0.05698212,0.03965213,0.02978502,0.01711193,0.01833989,0.02331417,0.02250282,0.02052849,0.0193984,0.01590031,0.01104096,0.006969179,0.004531365,0.004162293,0.003355141,0.001809045
6.32,160.160981,306.1,3,0.10171,0.1020668,0.1026868,0.1033068,0.1088123,0.1113929,0.1147167,0.1280215,0.1792113,0.1906445,0.2486419,0.363459,0.3901865,0.1803606,0.1028653,0.06778006,0.08366658,0.09574667,0.09218267,0.08212732,0.06755432,0.05351565,0.03622326,0.02145983,0.01234903,0.006598446,0.004498894,0.002657567
6.32,140.3942389,233.9,3,0.1289,0.129154,0.12959975,0.1300455,0.1332214,0.1364073,0.1325872,0.1434965,0.1535791,0.1892129,0.1800679,0.1931097,0.2161794,0.3159896,0.4963155,0.2538795,0.1140386,0.1243458,0.1202063,0.1280534,0.1058269,0.07378393,0.03587256,0.0197959,0.02656818,0.01607819,0.01002199,0.005524833
6.32,137.8441825,238.7,3,0.054072,0.05417475,0.054380385,0.05458602,0.0569384,0.06201077,0.06920039,0.08903441,0.1230489,0.09926397,0.1160957,0.1464623,0.1286519,0.1416551,0.1615276,0.09659154,0.10138,0.1053184,0.0894367,0.07809016,0.05524737,0.03706168,0.02490702,0.02025849,0.01246778,0.008036119,0.005827783,0.0030282
6.32,128.9670632,319.4,3,0.11048,0.1109829,0.1121543,0.1133257,0.1286362,0.1689366,0.2267738,0.2147218,0.2570578,0.2234292,0.2027716,0.3540418,0.4288076,0.2695787,0.1343646,0.07330922,0.03735807,0.02298945,0.02073175,0.01893092,0.01513065,0.0147869,0.01208702,0.007529576,0.004464679,0.003713429,0.00287723,0.001570994
6.32,156.3340964,147.3,3,0.041377,0.04153734,0.04174814,0.04195894,0.04262331,0.04432275,0.05032916,0.05257757,0.08670793,0.07283363,0.1003447,0.09185318,0.1281336,0.05563838,0.07033401,0.09028175,0.09447283,0.08173472,0.09152934,0.09842306,0.1034524,0.06811252,0.04337011,0.03152035,0.03028481,0.03120032,0.01841915,0.00787341
6.32,176.372342,374.8,3,0.0046016,0.004617206,0.0046497845,0.004682363,0.004946215,0.005365956,0.006223287,0.009554023,0.008980334,0.008305134,0.007742583,0.009347852,0.00896446,0.006901866,0.006321671,0.008380248,0.008566196,0.006700365,0.007425983,0.007477882,0.008631472,0.009131747,0.008838779,0.005322967,0.003481901,0.004354511,0.00308034,0.003689617
6.32,194.819953,235.3,3,0.011235,0.01126478,0.011309205,0.01135363,0.01148434,0.01285824,0.01389051,0.01652121,0.01836346,0.02543276,0.02197158,0.01952212,0.02266035,0.02626302,0.0341309,0.03115194,0.02340198,0.01561622,0.01449296,0.01321345,0.01376867,0.01302196,0.0131514,0.007701122,0.004576522,0.004504553,0.003074967,0.002386221
6.32,171.9594993,208.5,3,0.049196,0.04923241,0.049288775,0.04934514,0.04957842,0.05027018,0.05078375,0.05034779,0.05566744,0.0569266,0.05967655,0.07406051,0.09619085,0.1522706,0.1828336,0.2017257,0.1382203,0.07697609,0.06888874,0.0659723,0.04331317,0.0327149,0.02019756,0.01136419,0.01159394,0.007986497,0.00652159,0.003106051
6.32,156.4733789,229.4,3,0.067377,0.06747781,0.067635215,0.06779262,0.06893096,0.06924777,0.0716968,0.07166015,0.08210639,0.1020617,0.1058382,0.1069445,0.1259585,0.1293651,0.1340993,0.1299558,0.1186445,0.109686,0.1162478,0.1355477,0.1656864,0.2153077,0.1679299,0.06427512,0.02285898,0.01117449,0.008210277,0.004619766
6.32,177.5664485,601.1,3,0.019762,0.01996068,0.020285885,0.02061109,0.02185389,0.0240396,0.03065966,0.04194465,0.07946842,0.0767478,0.07572582,0.04288985,0.03703642,0.01990726,0.01843143,0.01387907,0.01089301,0.009982954,0.009743839,0.01103887,0.00787008,0.006808702,0.006019795,0.002844057,0.002216581,0.002047056,0.001098618,0.0009472463
6.32,208.6187429,343.8,3,0.011694,0.01178629,0.011930855,0.01207542,0.01261605,0.01429363,0.01583689,0.0179936,0.02922734,0.03803296,0.04397439,0.04171257,0.02369503,0.01674659,0.019045,0.01099091,0.009589141,0.0092796,0.01040365,0.01114177,0.01030562,0.009219735,0.006275513,0.004345064,0.003310541,0.002264626,0.001716745,0.0007066594
6.32,202.71896,662.9,3,0.0075743,0.007761241,0.00808509,0.008408939,0.01009884,0.01932781,0.03091586,0.0335676,0.02876975,0.01720401,0.01665103,0.01087681,0.006563693,0.003118454,0.002573073,0.002304321,0.002077474,0.002460794,0.00205768,0.001933264,0.002296123,0.001946807,0.001717258,0.001371182,0.00120544,0.001042267,0.0008528191,0.000557509
6.32,207.3809026,494.2,3,0.0028089,0.002819559,0.002837135,0.002854711,0.002879094,0.003112208,0.003460795,0.003922787,0.006472501,0.007271728,0.007970951,0.004847408,0.006122791,0.005518741,0.006726915,0.00426618,0.005051151,0.005364385,0.004572918,0.004247203,0.004436065,0.003880975,0.003786291,0.001942477,0.001526949,0.001504875,0.0009847416,0.0008058402
6.32,105.0739173,523.1,3,0.060962,0.06193034,0.064080785,0.06623123,0.127768,0.1253435,0.1220864,0.1194749,0.143428,0.1200461,0.1027308,0.228301,0.1585615,0.08548829,0.05666102,0.04905239,0.06201595,0.07661736,0.08190135,0.08074816,0.06634981,0.05141168,0.03221606,0.02066714,0.009705612,0.00527401,0.004015676,0.00229866
6.32,166.6241703,234.8,3,0.054209,0.05449185,0.05484064,0.05518943,0.05974222,0.06814597,0.06195441,0.07203975,0.07796079,0.09772851,0.1043596,0.08814954,0.1693678,0.1438859,0.08228923,0.04337501,0.03454728,0.02836145,0.02848554,0.02380994,0.01529322,0.01247197,0.007456247,0.008252942,0.004894143,0.003439747,0.002020941,0.001138916
6.32,149.9155917,375.7,3,0.033944,0.03415408,0.034502655,0.03485123,0.03710983,0.04039388,0.04798701,0.06406002,0.05836179,0.05275255,0.06138079,0.1120948,0.1437355,0.04982255,0.04916386,0.02229697,0.01797915,0.01731536,0.01987229,0.01572648,0.01571026,0.01358318,0.01431169,0.01105077,0.007565593,0.004686061,0.00340505,0.001269177
6.32,162.3884276,299.6,3,0.060615,0.06159981,0.06337237,0.06514493,0.07850304,0.1311315,0.1509889,0.1889122,0.2059734,0.2222949,0.2232313,0.1107167,0.1212882,0.07009362,0.03959959,0.02523206,0.01478639,0.008571303,0.006650717,0.005263643,0.00471649,0.0043815,0.003857665,0.003054708,0.002472796,0.001630156,0.001105902,0.0006088074
6.32,179.0703265,333.4,3,0.043881,0.04422146,0.044749305,0.04527715,0.04706671,0.05062323,0.05739728,0.0713093,0.1020135,0.1836327,0.2185425,0.1326177,0.07655157,0.04714955,0.03956484,0.02758933,0.01907254,0.01484948,0.01383915,0.01419441,0.01355215,0.01196631,0.01034017,0.007627892,0.005746025,0.004295205,0.003686759,0.00158624
6.32,202.2454043,342.7,3,0.051737,0.05210028,0.05288866,0.05367704,0.06039795,0.08105414,0.07674632,0.08293343,0.09907039,0.1242578,0.1283821,0.1388921,0.1428547,0.1070668,0.09090251,0.09522682,0.04997766,0.02977422,0.02194631,0.01637372,0.01163205,0.009236204,0.005960937,0.002974217,0.002367536,0.00155004,0.001436184,0.000795717
6.32,191.1241969,410.4,3,0.036459,0.03683357,0.03742211,0.03801065,0.04174167,0.04460726,0.05160256,0.07046416,0.1215665,0.1687312,0.1775741,0.07578256,0.0722091,0.0389813,0.04550693,0.0268454,0.02382571,0.0198279,0.01717794,0.01612785,0.01161442,0.009837406,0.007832351,0.006043787,0.005447445,0.004506613,0.003173321,0.00197321
6.32,185.0177243,300.6,3,0.030733,0.03097838,0.031384415,0.03179045,0.03390375,0.03924518,0.04735484,0.05995717,0.08589489,0.09498831,0.1054449,0.1025712,0.08898392,0.04437544,0.0318758,0.01693864,0.01117665,0.0108034,0.008758739,0.007930522,0.007257565,0.005253938,0.003553593,0.003193249,0.00269241,0.001555959,0.001320441,0.000961116
6.32,215.1421835,200.2,3,0.022171,0.0224517,0.022920095,0.02338849,0.02570796,0.03700328,0.04542477,0.04140647,0.05062485,0.09276592,0.06509916,0.0583899,0.06179878,0.03298295,0.02892167,0.03506077,0.04281132,0.04913287,0.03766217,0.03247012,0.02733299,0.01637794,0.01289235,0.01157317,0.005589603,0.003175273,0.001582382,0.0008708787
6.32,207.3083755,269.1,3,0.058418,0.05888612,0.059645295,0.06040447,0.0639886,0.06869701,0.08716294,0.1005512,0.1071405,0.1466794,0.158774,0.3114185,0.2000597,0.03766581,0.02497559,0.01490117,0.01487669,0.0096539,0.009855551,0.009547827,0.009334994,0.00839194,0.007382865,0.005009205,0.006037223,0.004814405,0.005124104,0.002233747
6.32,217.5146368,281.6,3,0.020283,0.02044049,0.02070961,0.02097873,0.02192951,0.02441268,0.03396865,0.04026665,0.06213314,0.06403464,0.0695052,0.06295411,0.04503295,0.02523191,0.02735628,0.01268419,0.0172346,0.0112233,0.01259545,0.01182041,0.0127191,0.01016046,0.008620295,0.006995181,0.007897789,0.005657815,0.003629288,0.002182528
6.32,188.2389357,366.1,3,0.040464,0.04146813,0.04326498,0.04506183,0.0750904,0.1002675,0.1179075,0.1237724,0.09874449,0.1084919,0.1057167,0.06134598,0.07516953,0.0988538,0.05097014,0.01889955,0.01252513,0.007244431,0.006894742,0.005605217,0.004188959,0.002969639,0.002022085,0.001283534,0.0007443653,0.0004553838,0.0003118043,0.0002051699
6.32,168.1542208,1115.5,3,0.017958,0.01821987,0.018676675,0.01913348,0.02261723,0.03038231,0.03857458,0.04627815,0.07058729,0.06690775,0.0617186,0.03946524,0.03216778,0.01834055,0.0195293,0.008898102,0.009764147,0.008542662,0.007311332,0.005765236,0.003329561,0.002651743,0.001908356,0.001617457,0.0007782035,0.0004356782,0.000313513,0.0002260136
6.32,164.7271964,607.8,3,0.066015,0.06697972,0.068963515,0.07094731,0.07988904,0.1128244,0.1550785,0.2570969,0.3663879,0.2440714,0.2092319,0.07843653,0.05297784,0.02399473,0.02232243,0.01331377,0.008326934,0.004797949,0.004128694,0.003541804,0.003183612,0.003388281,0.003827597,0.002001045,0.0008999395,0.000611991,0.0004591016,0.0003408621
6.32,163.061657,737.7,3,0.034782,0.03496537,0.035287375,0.03560938,0.0407779,0.0430126,0.04929688,0.05520325,0.06696701,0.07059195,0.08386854,0.09055337,0.121687,0.07366907,0.06229857,0.03675734,0.03091695,0.02548104,0.02401936,0.02112122,0.01924561,0.02279773,0.0235333,0.01437093,0.005006973,0.002475931,0.001640588,0.0009370155
6.32,183.2127334,313.2,3,0.013456,0.01345741,0.01348889,0.01352037,0.01414505,0.01473008,0.015957,0.01728737,0.0233227,0.02400377,0.02736285,0.03206288,0.0384813,0.03587655,0.03887048,0.02908782,0.0203626,0.01356074,0.0177365,0.02156832,0.01884322,0.02325921,0.01798965,0.01466739,0.006328435,0.00253727,0.001690131,0.001159814
6.32,201.5041225,256.2,3,0.082774,0.08293153,0.083186445,0.08344136,0.08584347,0.08798521,0.0887588,0.09115501,0.1104101,0.1273232,0.1205052,0.194378,0.4913055,0.1847386,0.05729997,0.04987249,0.04420735,0.03593586,0.03077371,0.02151924,0.01561489,0.01520855,0.01020903,0.008114039,0.003491963,0.001799909,0.00112323,0.0006618859
6.32,196.4092578,396.8,3,0.027919,0.02837183,0.029132075,0.02989232,0.0332653,0.04544156,0.06747656,0.08544134,0.07734916,0.06764997,0.06393597,0.06278647,0.04067099,0.0409308,0.04957179,0.02772491,0.01476184,0.009175811,0.006749196,0.005330199,0.004292904,0.003659902,0.003204456,0.001863947,0.0008950091,0.0004807591,0.0003038812,0.000227261
6.32,218.2393251,315.5,3,0.02054,0.02061464,0.020712585,0.02081053,0.02128349,0.02266124,0.02245842,0.02723195,0.02991533,0.03268737,0.0349208,0.04695081,0.07421651,0.0542224,0.05785355,0.04161281,0.02352463,0.01964845,0.01815781,0.01662538,0.0164073,0.01417432,0.01328387,0.005899306,0.002168934,0.001157493,0.0006616372,0.0004082937
6.32,212.0211609,483.9,3,0.0066455,0.006691529,0.006763996,0.006836463,0.007123619,0.008412727,0.009108283,0.01124283,0.0129732,0.01345246,0.01359274,0.0184381,0.01945158,0.01821054,0.02010426,0.01465458,0.009674025,0.005777996,0.004838937,0.005016753,0.005147613,0.00474772,0.005459268,0.003136785,0.001237725,0.0007009081,0.0005053344,0.0004550735
6.32,195.950679,293.2,3,0.030653,0.0308957,0.03132106,0.03174642,0.03333484,0.03835893,0.04658614,0.05237481,0.07519934,0.1027383,0.1027214,0.0908388,0.06600728,0.0539702,0.03243992,0.03003361,0.02510079,0.01990784,0.0153304,0.01456518,0.01434042,0.01584954,0.0188814,0.01893335,0.00718676,0.002931279,0.001720519,0.000928564
6.32,150.2372788,503.5,3,0.038696,0.03886443,0.03912753,0.03939063,0.04091641,0.04735432,0.05514426,0.07444343,0.09531646,0.07975466,0.08432796,0.1160893,0.1744827,0.04666942,0.03055889,0.01323279,0.0130434,0.00955678,0.008594026,0.006940169,0.005404676,0.005043549,0.004729737,0.003254317,0.001655647,0.00085132,0.0005787896,0.0003561709
6.32,133.0493437,520.8,3,0.11252,0.1147077,0.118891,0.1230743,0.158038,0.2048346,0.310964,0.4255008,0.3967411,0.5133814,0.5248871,0.1372918,0.07303078,0.03481733,0.02157454,0.01409602,0.007898093,0.00614879,0.005269347,0.00516467,0.004932748,0.005771315,0.006095332,0.004315651,0.001882358,0.0009721302,0.0006055288,0.000486615
6.32,138.0825558,516.9,3,0.075671,0.07657792,0.07805144,0.07952496,0.08749884,0.1069609,0.1348588,0.1827489,0.3271404,0.247835,0.2582316,0.1440414,0.1903671,0.04271345,0.03258717,0.01631928,0.012346,0.007390396,0.006377886,0.005471777,0.004747666,0.005257473,0.004684488,0.003323792,0.001448355,0.0007563615,0.0006018234,0.0005079755
6.32,147.0710763,479.1,3,0.08501,0.08546004,0.08606328,0.08666652,0.09157369,0.09759526,0.119371,0.1673729,0.2217178,0.2493555,0.2808182,0.2223645,0.1848028,0.1371499,0.105503,0.05148107,0.03500444,0.03079676,0.02594139,0.02937588,0.032648,0.03562193,0.02957517,0.01996496,0.007810103,0.004300942,0.00287928,0.001780125
6.32,170.055914,346.7,3,0.041426,0.04188999,0.04266201,0.04343403,0.04713231,0.04973896,0.05920593,0.07909921,0.1502624,0.2061833,0.1842574,0.09132517,0.04342059,0.03694275,0.02336492,0.02666889,0.02164311,0.01979197,0.02050784,0.02270871,0.02392584,0.02593419,0.02671001,0.0150148,0.010297,0.005208812,0.003107929,0.002114368
6.32,136.3166489,172.2,3,0.044141,0.04423983,0.04439453,0.04454923,0.04501453,0.04734394,0.04897551,0.05885772,0.05987968,0.07682419,0.08546213,0.08456513,0.1356885,0.09609722,0.1218576,0.08875596,0.0907931,0.06164139,0.06326853,0.07121182,0.07236526,0.0580504,0.04492984,0.02866048,0.01316429,0.00738191,0.005588539,0.006064573
6.32,125.7572604,237.8,3,0.070098,0.07047953,0.07109752,0.07171551,0.07389497,0.09214319,0.09846902,0.1205189,0.1420113,0.1744276,0.1834777,0.1625448,0.205258,0.1433102,0.074905,0.07135123,0.07825358,0.04942963,0.0367508,0.03144578,0.02667919,0.02778538,0.01823423,0.009973059,0.003319302,0.001672858,0.001139986,0.0007687929
6.32,129.3669765,579.2,3,0.043434,0.04375643,0.0444429,0.04512937,0.05112329,0.05187735,0.06090997,0.06434294,0.08907977,0.0868676,0.08475333,0.1144684,0.1254594,0.091947,0.0610861,0.03656337,0.03687746,0.03357636,0.0343365,0.03391805,0.0345499,0.03276854,0.02394468,0.01276833,0.008328994,0.003691057,0.002512756,0.001879673
6.32,110.3096287,269.9,3,0.10685,0.1073463,0.10806895,0.1087916,0.1111162,0.1208264,0.1318676,0.1420988,0.1726754,0.2290283,0.2157333,0.2434509,0.251358,0.2016517,0.2037573,0.230584,0.1144261,0.07799714,0.07510468,0.07371148,0.08555529,0.1007742,0.1150409,0.04591952,0.01531275,0.007930989,0.005411221,0.003128885
6.32,92.9064675,1434.4,3,0.081712,0.08280955,0.084944565,0.08707958,0.1676771,0.1901679,0.1975683,0.1683472,0.1744811,0.1505502,0.1560198,0.1376069,0.2123425,0.1227884,0.09043452,0.07604683,0.04903032,0.02655213,0.01961178,0.01697413,0.01407906,0.01453231,0.01136522,0.007092021,0.003096461,0.001694834,0.001014624,0.0005898683
6.32,112.7170681,456,3,0.10698,0.1080045,0.10987305,0.1117416,0.1266371,0.1472507,0.1385348,0.1525064,0.1770944,0.1940686,0.2204955,0.2225965,0.3048679,0.3327025,0.145315,0.07452015,0.09530868,0.06608371,0.05425844,0.05385036,0.04552573,0.03259645,0.01842869,0.008331432,0.004406013,0.002405537,0.001444621,0.001069415
6.32,114.0225601,288.2,3,0.05368,0.05398742,0.054395885,0.05480435,0.0555998,0.06561388,0.07614318,0.100113,0.1316503,0.1151362,0.1311093,0.1304045,0.1217465,0.1420803,0.07583646,0.06628737,0.07737295,0.0535628,0.04480951,0.04144096,0.03190595,0.02429548,0.01821191,0.02580805,0.01257456,0.004781984,0.002801105,0.002015459
6.32,135.3822998,404.4,3,0.071602,0.07201531,0.072759065,0.07350282,0.07597001,0.09484871,0.09990317,0.09970565,0.1060838,0.1092981,0.1194172,0.1842723,0.2951161,0.187964,0.1020274,0.063916,0.04098361,0.02768795,0.02475463,0.02047825,0.01630096,0.01249635,0.00681205,0.007372366,0.004905127,0.002593335,0.002226465,0.00177667
6.32,107.9288638,234.8,3,0.10543,0.1056632,0.1060807,0.1064982,0.1084565,0.1222579,0.1439689,0.1467697,0.1840426,0.2212212,0.2421755,0.2076117,0.300219,0.3794763,0.194482,0.1271812,0.1202064,0.1206478,0.103245,0.08440691,0.06230771,0.05661519,0.03777019,0.03689772,0.03795362,0.01731238,0.009905022,0.004475325
6.32,121.0135144,428.3,3,0.07113,0.0718709,0.07284859,0.07382628,0.08299591,0.1567973,0.1355926,0.1432833,0.1370144,0.192884,0.1856035,0.1254138,0.1186186,0.09795925,0.1277044,0.08998907,0.1277054,0.09382189,0.0786112,0.08506212,0.0799246,0.07901021,0.06725774,0.0389921,0.01690192,0.009292358,0.00586064,0.003580441
6.32,108.1186817,137.3,3,0.087259,0.08762408,0.088194945,0.08876581,0.0916336,0.09283858,0.09864759,0.1060068,0.164167,0.1540285,0.1679689,0.3441263,0.1819579,0.1699528,0.2182452,0.1845839,0.1655356,0.1176504,0.1235136,0.1408589,0.1502632,0.1106357,0.09864498,0.0521475,0.02377477,0.0115548,0.007064557,0.004182308
6.32,217.6616744,310.2,3,0.0041465,0.004154523,0.004167398,0.004180273,0.004245384,0.004393527,0.004521551,0.00495273,0.005723599,0.006582514,0.007213686,0.01188979,0.009948649,0.01006402,0.01110653,0.01116935,0.01151825,0.01044837,0.01007537,0.009833572,0.012296,0.01019184,0.01057073,0.006781468,0.003248169,0.001867331,0.001742536,0.001177643
6.32,209.1550485,228,3,0.0078806,0.007887041,0.007896543,0.007906045,0.007943192,0.008011036,0.008018354,0.008226818,0.008450468,0.008799213,0.009290149,0.01075448,0.01435255,0.01575746,0.01953878,0.02304286,0.02304328,0.02293905,0.02286826,0.0210659,0.01655171,0.0135549,0.01180658,0.008688265,0.005101605,0.003342165,0.002368401,0.001253118
6.32,176.6958092,543.2,3,0.025168,0.02524981,0.02538827,0.02552673,0.02640402,0.02988955,0.03329975,0.03874869,0.03625076,0.04420943,0.04513212,0.04143045,0.05122703,0.05380308,0.0529518,0.03117634,0.03541622,0.04954342,0.04995507,0.04758388,0.03838313,0.02610233,0.01707547,0.01536772,0.01264959,0.008223386,0.005158759,0.002612664
6.32,196.047698,551.6,3,0.0082519,0.008284171,0.0083354035,0.008386636,0.008518475,0.009378722,0.01053945,0.01106638,0.01635066,0.01682792,0.01715187,0.03012196,0.01866128,0.01779342,0.02549372,0.01218231,0.01062212,0.01268392,0.009817878,0.008465115,0.006168661,0.004437003,0.002929737,0.001783461,0.001432842,0.00125737,0.00106133,0.0005175063
6.32,210.9618199,354.5,3,0.012788,0.01289721,0.01306106,0.01322491,0.0141585,0.01622749,0.01986358,0.02652861,0.03647038,0.04717276,0.02869453,0.02920532,0.03997036,0.02577997,0.01050937,0.005560486,0.004719823,0.004816329,0.004691561,0.004032847,0.005028332,0.0031779,0.002625031,0.001828823,0.001926036,0.001537329,0.0009898528,0.0008179799
6.32,195.4268313,257.3,3,0.018632,0.01873158,0.01888805,0.01904452,0.01965735,0.02105988,0.0235873,0.02425207,0.02988409,0.04441502,0.05928205,0.05059593,0.03154694,0.04134018,0.03204269,0.02090386,0.02290262,0.02002035,0.02449307,0.0218466,0.01326199,0.01058643,0.008033399,0.01004542,0.00769523,0.007440292,0.005024049,0.002427432
6.32,183.0568793,472.6,3,0.033054,0.03310907,0.033191175,0.03327328,0.03421304,0.03907136,0.04456267,0.04337656,0.05941449,0.05492873,0.05715112,0.07413911,0.08296155,0.05792221,0.07679386,0.04928992,0.05351906,0.06078267,0.05994448,0.06483331,0.05785888,0.0496835,0.04344762,0.03797266,0.02071051,0.01049652,0.006403155,0.00357382
6.32,212.2535098,566.7,3,0.011897,0.01200758,0.01222163,0.01243568,0.01379826,0.01583256,0.02399614,0.02662118,0.02616867,0.02493734,0.02525709,0.0271329,0.02277161,0.02234578,0.0182673,0.01484449,0.01438444,0.01263125,0.01175941,0.01169142,0.01055289,0.01055421,0.008600586,0.007883469,0.005220925,0.003946788,0.002844351,0.001355444
6.32,215.5146067,251.9,3,0.049355,0.04949095,0.04971575,0.04994055,0.05075211,0.05139634,0.05616083,0.05707663,0.06411606,0.07048303,0.07710667,0.1687316,0.2210728,0.09224241,0.05818135,0.03301195,0.02136373,0.0195211,0.01609193,0.01272583,0.01195394,0.008400486,0.005161916,0.004005633,0.00333458,0.002424993,0.001890552,0.001269364
6.32,211.9019551,363.8,3,0.019569,0.01971774,0.01996198,0.02020622,0.02138006,0.02366291,0.02781457,0.02836434,0.04847226,0.07374759,0.07086954,0.04059242,0.03997913,0.03904867,0.03834058,0.02487458,0.02462894,0.01819562,0.02295381,0.02479224,0.01665655,0.0135653,0.008315853,0.005457851,0.0032509,0.002003501,0.001474477,0.0007674788
6.32,194.3545555,405.6,3,0.10514,0.105479,0.10611195,0.1067449,0.1094525,0.1148576,0.1233949,0.1273839,0.1572172,0.17963,0.1613686,0.2348099,0.5911802,0.1460918,0.07017024,0.0313269,0.0223255,0.01769685,0.01512948,0.01336785,0.01216021,0.01116352,0.01012148,0.008143978,0.004859122,0.003135154,0.002069208,0.001108328
6.32,214.3725243,333.1,3,0.013243,0.01339189,0.01365889,0.01392589,0.01558866,0.01921139,0.02811797,0.04357634,0.04906562,0.0381836,0.02842944,0.02403444,0.02293337,0.0184201,0.02330839,0.01566716,0.01378855,0.01337598,0.01376224,0.01602547,0.01046314,0.008087349,0.004671577,0.003610925,0.002526306,0.002013847,0.001502471,0.00118477
6.32,196.7072111,502.1,3,0.014472,0.01476769,0.01528085,0.01579401,0.01822224,0.03269354,0.04971956,0.04194663,0.02883696,0.02818282,0.02643539,0.01860451,0.02317056,0.0243724,0.01334178,0.01416732,0.01181872,0.0101474,0.00974998,0.009634288,0.01133606,0.009776539,0.009324208,0.0067434,0.004479093,0.003050423,0.00192018,0.001106413
6.32,187.4252088,419.8,3,0.0066373,0.006672948,0.006726788,0.006780628,0.006928159,0.007406231,0.00812445,0.01114451,0.01569903,0.02335431,0.0228337,0.01714235,0.01276642,0.01242218,0.01472495,0.01287941,0.01252139,0.01190417,0.01358057,0.01357186,0.01144537,0.009934554,0.006933459,0.004453778,0.003434926,0.002637058,0.002387899,0.004797649
6.32,217.1701452,375.5,3,0.0053387,0.005342939,0.005356019,0.005369099,0.005416157,0.005471254,0.005643755,0.005659306,0.005809005,0.006081321,0.00688847,0.009423493,0.01177032,0.01769042,0.009858771,0.01336924,0.017818,0.01789832,0.01457771,0.01132029,0.008987558,0.009001561,0.006601135,0.004726307,0.002838616,0.001397515,0.001108985,0.0008862718
6.32,184.8711813,174.9,3,0.015167,0.01521069,0.015275045,0.0153394,0.01560865,0.01942249,0.02692453,0.03374602,0.03394072,0.0381414,0.04224164,0.03710677,0.03000527,0.02728181,0.02227961,0.02615246,0.03075105,0.03461476,0.03144223,0.02755553,0.02145864,0.02185502,0.01102895,0.005172112,0.003436336,0.002036672,0.001113127,0.0008125521
6.32,168.6418588,132.2,3,0.011839,0.01186797,0.011943245,0.01201852,0.01232398,0.01278984,0.01356235,0.01533073,0.01751306,0.01700802,0.01908533,0.02537185,0.03009814,0.05919299,0.03139196,0.02351643,0.01301586,0.01241163,0.01023356,0.008983793,0.008914392,0.008075539,0.005882844,0.00413411,0.002972166,0.002094051,0.002043494,0.001915265
6.32,158.502711,340.7,3,0.021359,0.02161591,0.02205736,0.02249881,0.02468969,0.03223084,0.03515605,0.036284,0.04589344,0.05341181,0.05324992,0.05124162,0.04447794,0.05869561,0.03854343,0.02646676,0.02197656,0.01997471,0.0238801,0.02408854,0.0140181,0.01351385,0.00853253,0.008640504,0.004732809,0.002429208,0.001850295,0.001947574
6.32,184.4040465,282.2,3,0.024015,0.02403092,0.024051585,0.02407225,0.02419013,0.02420604,0.02587976,0.02653361,0.02853731,0.0286313,0.03745527,0.04219613,0.05957369,0.05406526,0.05487286,0.05134555,0.06853683,0.07285141,0.07797179,0.06915745,0.04117893,0.02641254,0.01706073,0.01035822,0.006784255,0.00282355,0.001720083,0.00146717
6.32,164.1455446,343.8,3,0.010513,0.01052309,0.01053827,0.01055345,0.01080627,0.01134501,0.01235879,0.01299003,0.01458771,0.01874359,0.02115874,0.03236595,0.0378974,0.03042663,0.02126504,0.01745288,0.01838661,0.01413456,0.01370094,0.01390143,0.0101738,0.00648308,0.005725091,0.004121401,0.003628426,0.002858753,0.00302671,0.002635423
6.32,152.0000657,539,3,0.015093,0.01519806,0.01539216,0.01558626,0.01657425,0.0187608,0.02846238,0.03317961,0.03396316,0.03925851,0.04553108,0.03826002,0.03375304,0.02833751,0.02506356,0.02408244,0.02166796,0.01779129,0.01329502,0.01004873,0.008999905,0.008863911,0.00649176,0.005170763,0.003924549,0.001970058,0.002262909,0.002283132
